firstName,lastName,age,eyeColour,hairColour
Linda,Brown,88,blue,blue
David,Brown,40,blue,blonde
Susan,Thomas,10,hazel,ginger
James,Brown,10,green,brown
Linda,Williams,4,brown,black
John,Brown,94,hazel,blonde
Jennifer,Brown,4,blue,ginger
Patricia,Smith,7,brown,brown
Robert,Wilson,53,brown,blue
David,Davis,51,brown,white
Patricia,Jones,31,hazel,blue
David,Jones,69,brown,black
Jennifer,Brown,33,green,blonde
James,Brown,23,brown,white
Jennifer,Brown,77,green,black
David,Williams,8,blue,ginger
Linda,Thomas,90,hazel,ginger
John,Smith,79,brown,black
Linda,Williams,18,hazel,grey
Patricia,Thomas,94,green,blue
Susan,Smith,17,hazel,grey
Linda,Jones,8,hazel,white
David,Jones,56,green,ginger
James,Thomas,82,brown,grey
Jennifer,Davis,39,hazel,black
James,Brown,84,green,brown
Susan,Jones,65,brown,black
Linda,Johnson,45,brown,brown
Michael,Davis,25,brown,white
Patricia,Jones,56,green,blonde
John,Wilson,82,blue,white
Mary,Davis,21,green,brown
John,Jones,77,hazel,black
Susan,Williams,71,green,ginger
Robert,Brown,84,blue,white
Linda,Williams,29,brown,grey
Mary,Smith,49,blue,grey
Mary,Johnson,38,brown,grey
Robert,Brown,36,blue,grey
Mary,Smith,71,green,blonde
Patricia,Johnson,81,hazel,ginger
John,Smith,77,green,black
Mary,Garcia,40,green,black
Robert,Jones,34,brown,ginger
Linda,Davis,10,green,grey
Robert,Johnson,89,hazel,black
Patricia,Miller,23,blue,blue
Mary,Brown,88,hazel,blue
James,Thomas,7,blue,ginger
Susan,Davis,6,blue,brown
Jennifer,Davis,72,green,grey
Jennifer,Davis,65,green,ginger
Mary,Garcia,71,hazel,brown
John,Davis,84,blue,grey
David,Brown,96,brown,brown
Robert,Miller,46,brown,grey
Mary,Smith,30,brown,white
John,Miller,9,hazel,ginger
James,Thomas,37,green,ginger
John,Davis,79,hazel,brown
Patricia,Williams,91,brown,blue
Jennifer,Johnson,90,green,white
Michael,Williams,41,hazel,ginger
Jennifer,Davis,54,blue,ginger
Mary,Brown,80,brown,ginger
Robert,Garcia,88,hazel,brown
John,Brown,84,blue,grey
Linda,Smith,74,blue,ginger
Mary,Brown,95,brown,grey
Robert,Wilson,32,hazel,white
Linda,Thomas,22,blue,grey
Michael,Garcia,63,hazel,blue
James,Wilson,54,blue,grey
Linda,Thomas,16,hazel,black
Michael,Johnson,66,blue,grey
Mary,Thomas,11,hazel,blue
Susan,Brown,69,blue,blue
Michael,Miller,5,blue,grey
Patricia,Garcia,43,brown,white
Patricia,Miller,71,blue,brown
Robert,Garcia,86,blue,blue
Robert,Garcia,1,green,grey
Mary,Thomas,73,green,grey
Robert,Johnson,55,green,white
Michael,Brown,14,green,grey
John,Johnson,2,hazel,grey
Patricia,Miller,79,green,brown
James,Miller,60,brown,brown
Michael,Williams,80,blue,blue
David,Thomas,50,brown,blue
Mary,Thomas,7,brown,black
Susan,Davis,86,brown,grey
Linda,Wilson,90,green,ginger
Susan,Wilson,55,green,ginger
Jennifer,Garcia,28,brown,black
John,Johnson,46,blue,blue
Susan,Brown,59,blue,ginger
Linda,Williams,19,hazel,ginger
Robert,Garcia,26,green,blue
John,Miller,49,brown,grey
Susan,Johnson,25,blue,ginger
Susan,Wilson,40,green,blue
Linda,Jones,56,green,blue
Jennifer,Thomas,33,hazel,black
Jennifer,Williams,23,blue,grey
David,Davis,70,brown,white
Susan,Smith,84,brown,grey
Patricia,Thomas,49,hazel,ginger
Linda,Jones,75,brown,black
James,Garcia,59,green,blue
David,Brown,89,green,blue
John,Miller,1,hazel,grey
David,Miller,72,hazel,blue
Jennifer,Thomas,44,blue,grey
Mary,Garcia,19,blue,blue
John,Jones,24,brown,grey
Mary,Garcia,91,brown,brown
Patricia,Brown,98,blue,blonde
David,Johnson,3,brown,blue
David,Davis,5,brown,brown
Patricia,Brown,16,blue,grey
Jennifer,Wilson,8,blue,grey
Michael,Jones,3,green,grey
Susan,Miller,73,blue,grey
Mary,Williams,21,hazel,brown
David,Davis,2,green,grey
John,Miller,40,hazel,blonde
Jennifer,Johnson,23,hazel,blue
Linda,Williams,54,brown,white
Robert,Johnson,58,blue,brown
Susan,Miller,96,brown,grey
Jennifer,Miller,25,hazel,ginger
Robert,Brown,98,green,black
Mary,Brown,62,hazel,ginger
Jennifer,Jones,59,green,black
James,Johnson,12,hazel,brown
Mary,Garcia,67,blue,white
Mary,Thomas,39,blue,white
David,Brown,97,green,ginger
Michael,Miller,87,green,brown
David,Smith,33,brown,brown
James,Garcia,57,blue,ginger
James,Brown,1,brown,grey
Linda,Garcia,81,hazel,white
Mary,Brown,82,hazel,white
Robert,Smith,81,green,blonde
Susan,Davis,97,green,brown
Susan,Smith,97,blue,blue
Robert,Smith,1,blue,blue
Patricia,Brown,19,green,blue
Patricia,Williams,13,hazel,black
Linda,Johnson,86,blue,grey
Jennifer,Johnson,69,brown,black
Robert,Smith,55,green,white
John,Garcia,35,blue,grey
James,Wilson,41,hazel,brown
James,Wilson,48,blue,black
Linda,Jones,44,brown,blue
Susan,Thomas,43,green,brown
Michael,Davis,91,blue,black
David,Smith,67,blue,blonde
Mary,Williams,95,green,grey
Michael,Brown,57,brown,black
Michael,Smith,66,hazel,ginger
Jennifer,Garcia,64,green,blue
Susan,Thomas,21,hazel,white
Jennifer,Wilson,11,green,blue
Robert,Johnson,83,hazel,black
John,Brown,11,brown,blue
Robert,Johnson,43,blue,brown
Mary,Miller,50,brown,black
Linda,Smith,9,brown,black
Michael,Smith,34,hazel,brown
Robert,Thomas,98,hazel,blonde
Susan,Wilson,79,brown,blue
John,Thomas,23,brown,white
Susan,Garcia,62,hazel,blonde
Michael,Garcia,64,brown,black
Robert,Jones,87,brown,blue
Jennifer,Wilson,91,green,white
David,Wilson,80,blue,ginger
Robert,Smith,82,brown,grey
Robert,Wilson,13,blue,ginger
Linda,Wilson,67,green,white
Susan,Jones,95,brown,grey
James,Thomas,95,green,grey
Michael,Miller,34,hazel,grey
James,Wilson,75,hazel,ginger
Patricia,Wilson,29,blue,grey
David,Brown,6,hazel,grey
Linda,Wilson,25,green,grey
Mary,Thomas,11,blue,grey
Robert,Miller,21,hazel,ginger
David,Williams,98,green,grey
Patricia,Smith,96,blue,brown
David,Garcia,91,brown,grey
Robert,Wilson,28,brown,blonde
John,Brown,70,hazel,ginger
Patricia,Miller,66,brown,blonde
Robert,Smith,73,brown,blue
Jennifer,Brown,58,blue,grey
James,Thomas,11,green,blonde
Linda,Miller,13,hazel,blonde
John,Miller,20,blue,blonde
Linda,Johnson,44,blue,white
Patricia,Davis,80,hazel,black
Michael,Miller,68,green,blue
John,Wilson,13,green,grey
Patricia,Johnson,61,hazel,white
Robert,Johnson,21,brown,ginger
Robert,Jones,13,blue,white
Michael,Wilson,14,green,grey
Michael,Wilson,81,brown,ginger
James,Davis,50,hazel,ginger
John,Davis,76,blue,blonde
Michael,Davis,76,blue,brown
John,Miller,8,green,blonde
Susan,Wilson,88,blue,blonde
Michael,Miller,21,brown,white
Susan,Smith,20,hazel,black
Susan,Davis,80,green,brown
Michael,Jones,72,hazel,brown
Jennifer,Johnson,72,brown,grey
John,Miller,98,hazel,ginger
James,Garcia,96,blue,blue
David,Jones,41,blue,ginger
Mary,Davis,29,blue,black
John,Brown,22,hazel,blonde
Jennifer,Brown,96,blue,black
Robert,Miller,57,brown,brown
Mary,Williams,91,hazel,blue
David,Miller,76,blue,white
Jennifer,Wilson,16,hazel,white
Robert,Johnson,26,hazel,white
Patricia,Jones,78,blue,brown
Mary,Johnson,13,blue,grey
Linda,Miller,67,hazel,black
Susan,Smith,19,green,white
David,Williams,61,hazel,ginger
Michael,Johnson,55,blue,ginger
John,Davis,12,blue,brown
David,Smith,15,hazel,blonde
David,Johnson,55,brown,blue
Jennifer,Smith,12,hazel,brown
James,Brown,71,hazel,blonde
James,Johnson,96,hazel,brown
Mary,Johnson,43,green,brown
Robert,Thomas,89,green,black
James,Smith,39,brown,brown
James,Wilson,57,green,black
Linda,Thomas,17,brown,white
James,Davis,59,blue,grey
James,Brown,64,hazel,ginger
Susan,Miller,30,green,ginger
Michael,Smith,71,brown,blonde
Linda,Garcia,62,brown,blonde
Susan,Smith,73,brown,brown
Mary,Garcia,80,green,white
Robert,Williams,46,hazel,black
Patricia,Williams,54,brown,white
Mary,Miller,83,blue,grey
Susan,Thomas,24,blue,ginger
Linda,Thomas,72,green,blue
Jennifer,Jones,7,hazel,blonde
Patricia,Thomas,9,hazel,black
Linda,Davis,48,brown,black
Patricia,Williams,79,brown,ginger
Susan,Thomas,62,blue,grey
Linda,Thomas,20,blue,blonde
James,Jones,85,hazel,black
Patricia,Johnson,56,green,ginger
Michael,Johnson,24,blue,brown
David,Garcia,28,blue,ginger
Jennifer,Smith,8,brown,ginger
Jennifer,Garcia,72,blue,black
Jennifer,Wilson,1,hazel,grey
David,Wilson,56,hazel,black
Patricia,Wilson,44,brown,black
Linda,Jones,43,brown,blonde
Robert,Smith,34,brown,black
Michael,Jones,23,brown,blue
John,Williams,7,blue,black
Michael,Jones,86,brown,blonde
John,Wilson,91,hazel,grey
David,Jones,61,blue,blonde
David,Miller,73,blue,blue
Jennifer,Jones,93,blue,ginger
Michael,Brown,17,hazel,white
John,Smith,10,green,blonde
Susan,Miller,77,hazel,ginger
Mary,Johnson,70,brown,blue
Mary,Wilson,89,green,white
Linda,Smith,11,blue,ginger
John,Miller,98,hazel,white
David,Garcia,3,brown,blue
John,Smith,89,brown,white
Michael,Brown,22,hazel,grey
David,Wilson,79,green,white
James,Miller,17,hazel,blue
Michael,Smith,84,green,blue
Linda,Smith,95,blue,white
Mary,Jones,7,green,grey
John,Smith,35,green,ginger
Susan,Jones,4,green,blue
James,Brown,54,green,black
Linda,Williams,89,green,black
John,Davis,3,blue,white
Michael,Johnson,73,hazel,blue
Patricia,Thomas,18,green,blue
David,Brown,51,blue,white
John,Wilson,27,green,white
Linda,Davis,67,blue,brown
Jennifer,Miller,47,green,black
James,Williams,92,brown,white
Jennifer,Williams,39,blue,grey
Jennifer,Jones,3,brown,black
Patricia,Garcia,91,brown,grey
Patricia,Davis,62,blue,white
Susan,Thomas,6,blue,black
Linda,Williams,55,blue,blonde
Mary,Garcia,55,brown,blue
Susan,Smith,38,blue,brown
Michael,Thomas,13,hazel,white
Michael,Davis,69,green,brown
Jennifer,Johnson,75,blue,white
Robert,Jones,60,blue,brown
Robert,Davis,25,hazel,grey
Robert,Wilson,77,blue,blonde
James,Thomas,19,green,black
Linda,Davis,41,brown,blonde
Jennifer,Brown,8,brown,ginger
Linda,Wilson,43,hazel,grey
David,Davis,7,green,brown
Jennifer,Brown,2,green,white
Michael,Williams,55,blue,grey
John,Williams,20,blue,black
John,Williams,21,blue,blue
Linda,Garcia,59,brown,grey
Robert,Smith,61,brown,blonde
Linda,Smith,30,hazel,grey
Mary,Thomas,86,brown,black
Mary,Smith,49,green,black
Michael,Williams,4,brown,blonde
Jennifer,Brown,92,green,grey
David,Jones,13,brown,blue
John,Brown,79,brown,blue
Jennifer,Jones,80,green,blonde
Patricia,Brown,42,blue,black
James,Johnson,76,brown,blonde
Robert,Jones,57,green,grey
Michael,Thomas,64,brown,grey
Jennifer,Smith,15,green,brown
Patricia,Williams,96,blue,blonde
Susan,Garcia,40,brown,brown
Susan,Smith,7,brown,black
Susan,Johnson,38,blue,blue
John,Davis,60,green,ginger
Mary,Williams,60,hazel,ginger
Patricia,Jones,4,hazel,grey
James,Garcia,4,blue,blue
Linda,Garcia,60,brown,blue
James,Thomas,33,hazel,blonde
Jennifer,Thomas,93,hazel,blue
John,Davis,9,blue,black
Patricia,Jones,92,blue,black
John,Johnson,3,brown,white
Michael,Jones,70,hazel,ginger
Mary,Davis,2,green,blonde
Patricia,Thomas,70,brown,blonde
Susan,Jones,72,blue,blonde
Patricia,Williams,3,hazel,brown
Jennifer,Miller,47,blue,ginger
John,Garcia,25,hazel,black
Jennifer,Garcia,6,blue,blonde
David,Johnson,83,blue,blue
Robert,Williams,57,green,white
James,Davis,65,brown,blue
John,Johnson,69,blue,blue
Susan,Williams,7,hazel,grey
Michael,Davis,73,brown,blonde
James,Wilson,76,green,black
Michael,Williams,81,hazel,brown
Jennifer,Wilson,7,green,brown
Linda,Wilson,23,blue,black
Linda,Davis,35,hazel,black
Patricia,Smith,14,green,brown
David,Garcia,78,brown,white
Patricia,Brown,69,brown,brown
Patricia,Jones,80,brown,blonde
Susan,Wilson,74,hazel,blonde
Michael,Brown,55,hazel,white
Patricia,Miller,28,brown,brown
Susan,Thomas,38,hazel,blue
Susan,Miller,32,green,blue
Robert,Miller,2,green,blue
David,Jones,3,blue,ginger
John,Johnson,58,hazel,black
Jennifer,Davis,52,hazel,brown
David,Wilson,98,green,grey
Jennifer,Jones,70,blue,brown
Linda,Smith,55,brown,grey
Michael,Smith,19,hazel,ginger
Robert,Smith,21,brown,white
Robert,Thomas,72,green,brown
Michael,Smith,37,blue,grey
Susan,Brown,13,green,grey
James,Smith,29,brown,blue
Linda,Wilson,52,green,blue
James,Smith,81,brown,black
James,Johnson,97,hazel,blonde
John,Jones,97,hazel,brown
David,Wilson,19,green,brown
Robert,Jones,60,brown,blonde
Robert,Miller,96,green,ginger
John,Wilson,91,blue,grey
James,Williams,93,blue,blonde
Susan,Davis,64,brown,blue
Mary,Miller,8,blue,ginger
David,Jones,23,green,white
Jennifer,Davis,68,blue,brown
John,Johnson,19,brown,brown
Robert,Davis,90,brown,white
Michael,Garcia,64,green,ginger
Linda,Brown,77,blue,blonde
Susan,Smith,75,brown,brown
David,Davis,9,green,blue
Linda,Brown,35,blue,brown
Mary,Williams,49,hazel,brown
James,Johnson,52,hazel,black
Susan,Davis,62,blue,black
Jennifer,Thomas,10,green,black
Susan,Smith,17,brown,blue
David,Wilson,12,hazel,ginger
Susan,Smith,37,blue,black
Robert,Thomas,48,brown,ginger
Robert,Wilson,2,green,blonde
Patricia,Jones,63,brown,white
Linda,Williams,17,blue,blue
Robert,Brown,16,blue,black
John,Thomas,69,blue,white
John,Williams,11,green,brown
Mary,Brown,50,blue,ginger
Jennifer,Thomas,72,hazel,brown
John,Davis,19,green,white
Patricia,Smith,53,hazel,blonde
David,Williams,72,hazel,blue
Robert,Wilson,72,brown,ginger
Mary,Wilson,94,brown,white
John,Brown,1,brown,ginger
Linda,Garcia,50,green,blue
Mary,Davis,50,green,ginger
David,Smith,62,blue,grey
Mary,Miller,72,hazel,ginger
Jennifer,Garcia,32,brown,brown
Robert,Smith,33,hazel,black
Mary,Thomas,45,hazel,grey
Mary,Garcia,76,blue,ginger
Mary,Garcia,8,green,white
Susan,Jones,42,blue,black
Michael,Smith,93,green,grey
Linda,Jones,8,brown,blonde
Mary,Jones,14,hazel,ginger
David,Thomas,95,brown,brown
John,Miller,65,green,blue
Jennifer,Williams,17,brown,ginger
Patricia,Brown,90,hazel,brown
Jennifer,Thomas,52,brown,blonde
Michael,Thomas,8,green,blonde
John,Miller,5,brown,brown
Michael,Thomas,66,hazel,white
James,Thomas,1,green,black
Linda,Brown,14,hazel,white
Jennifer,Miller,66,green,white
Robert,Garcia,7,blue,black
David,Miller,87,brown,grey
James,Brown,29,green,blue
Jennifer,Davis,32,green,blue
John,Miller,52,green,blonde
David,Williams,7,brown,brown
David,Thomas,36,brown,white
Michael,Johnson,76,green,brown
Patricia,Thomas,75,green,blue
Mary,Thomas,17,hazel,brown
Mary,Johnson,88,blue,grey
Linda,Garcia,49,hazel,grey
Susan,Jones,8,green,ginger
Jennifer,Johnson,88,brown,brown
John,Smith,77,blue,blonde
Mary,Wilson,97,green,ginger
John,Williams,11,brown,ginger
Linda,Davis,10,brown,brown
Mary,Garcia,51,blue,white
Robert,Thomas,39,green,grey
Patricia,Davis,43,blue,brown
Patricia,Garcia,2,hazel,grey
Robert,Johnson,61,blue,grey
Michael,Miller,76,green,ginger
Michael,Johnson,16,blue,grey
Susan,Williams,32,blue,blonde
Jennifer,Miller,80,brown,black
Susan,Williams,96,green,blue
David,Garcia,24,hazel,black
Mary,Jones,9,blue,grey
Jennifer,Garcia,65,brown,brown
Patricia,Thomas,75,green,ginger
Susan,Brown,31,green,white
Jennifer,Smith,94,blue,blonde
Patricia,Garcia,54,brown,ginger
John,Johnson,60,hazel,white
Jennifer,Johnson,22,blue,white
Susan,Smith,92,hazel,white
Patricia,Johnson,77,hazel,black
Jennifer,Brown,18,green,brown
David,Garcia,79,green,blonde
John,Miller,72,green,brown
Michael,Johnson,65,green,black
Susan,Jones,86,blue,ginger
Linda,Thomas,71,green,grey
John,Brown,59,brown,ginger
Robert,Thomas,35,hazel,blonde
Michael,Garcia,45,brown,black
Michael,Garcia,68,green,ginger
Mary,Williams,17,hazel,ginger
Michael,Wilson,56,brown,grey
James,Thomas,79,brown,grey
Susan,Williams,24,brown,white
James,Wilson,2,hazel,blonde
Patricia,Garcia,61,brown,brown
John,Johnson,25,green,ginger
Linda,Thomas,6,green,black
Linda,Garcia,58,brown,blue
Linda,Williams,17,hazel,white
Robert,Garcia,22,green,black
James,Miller,82,hazel,grey
James,Johnson,38,blue,white
Mary,Miller,26,hazel,blonde
John,Brown,3,brown,brown
John,Johnson,43,blue,white
Susan,Johnson,37,brown,blonde
John,Jones,17,blue,grey
John,Thomas,49,green,ginger
Jennifer,Davis,66,hazel,blue
Robert,Miller,6,green,black
Jennifer,Jones,83,brown,ginger
Susan,Davis,19,hazel,black
John,Brown,73,blue,ginger
Michael,Williams,76,hazel,brown
Michael,Jones,55,blue,ginger
Susan,Smith,24,hazel,ginger
Robert,Williams,9,blue,white
James,Miller,98,brown,ginger
Michael,Johnson,28,green,ginger
David,Smith,96,green,black
Patricia,Miller,36,blue,ginger
Linda,Thomas,55,blue,brown
Patricia,Garcia,46,blue,grey
James,Jones,25,brown,grey
James,Williams,90,hazel,ginger
James,Davis,92,blue,black
Susan,Smith,59,green,blue
David,Johnson,66,blue,grey
Jennifer,Johnson,94,blue,black
Jennifer,Garcia,32,hazel,brown
John,Brown,90,green,ginger
Mary,Williams,53,hazel,brown
Mary,Miller,48,blue,grey
James,Williams,55,hazel,black
Mary,Thomas,47,blue,white
Jennifer,Miller,70,hazel,grey
John,Williams,97,hazel,blue
Linda,Jones,5,brown,black
Susan,Wilson,19,blue,blonde
John,Wilson,44,green,grey
James,Miller,38,green,grey
Mary,Wilson,8,blue,ginger
Robert,Williams,92,blue,blonde
Susan,Williams,85,blue,blonde
Robert,Johnson,96,brown,blonde
Linda,Miller,13,hazel,black
Linda,Wilson,22,blue,white
Susan,Wilson,84,hazel,ginger
Jennifer,Johnson,83,hazel,black
David,Davis,93,green,black
Jennifer,Williams,60,green,grey
David,Davis,66,brown,brown
Susan,Williams,31,brown,grey
James,Smith,34,brown,grey
Susan,Brown,63,blue,white
Mary,Garcia,1,hazel,brown
James,Thomas,48,green,ginger
Patricia,Miller,42,hazel,grey
David,Wilson,35,hazel,brown
Jennifer,Wilson,32,blue,white
Jennifer,Johnson,23,hazel,blue
Jennifer,Johnson,7,hazel,white
David,Wilson,34,blue,black
Michael,Brown,63,blue,blonde
Jennifer,Davis,40,hazel,white
Jennifer,Johnson,8,hazel,white
David,Thomas,13,hazel,blue
David,Garcia,58,brown,blonde
Mary,Brown,57,brown,white
Linda,Johnson,65,hazel,brown
Jennifer,Miller,1,brown,white
Patricia,Johnson,83,blue,white
Patricia,Smith,89,blue,ginger
Jennifer,Miller,33,hazel,blue
Michael,Johnson,85,hazel,brown
Robert,Smith,94,hazel,blue
Mary,Smith,51,green,blue
Mary,Brown,48,blue,grey
James,Williams,54,hazel,blonde
John,Brown,47,brown,blue
Robert,Jones,72,hazel,black
Patricia,Smith,67,blue,ginger
David,Davis,60,hazel,grey
Mary,Johnson,31,blue,blue
Susan,Thomas,2,blue,white
James,Johnson,49,brown,white
Linda,Davis,47,hazel,grey
Mary,Garcia,49,blue,ginger
Jennifer,Williams,46,blue,blonde
James,Smith,62,green,grey
John,Wilson,9,brown,brown
Jennifer,Jones,9,hazel,white
David,Smith,9,brown,blue
Michael,Wilson,72,hazel,white
John,Garcia,1,green,grey
Susan,Miller,9,brown,blue
Robert,Johnson,42,green,grey
Linda,Wilson,45,brown,black
John,Jones,31,brown,black
Patricia,Williams,92,green,brown
David,Davis,36,hazel,black
Patricia,Thomas,38,blue,brown
Linda,Williams,62,hazel,black
Jennifer,Davis,48,blue,blonde
Robert,Garcia,93,brown,blonde
Michael,Wilson,18,blue,black
Jennifer,Miller,69,green,grey
Mary,Brown,41,green,grey
Jennifer,Brown,55,green,brown
Robert,Garcia,54,green,white
Susan,Jones,39,blue,blue
David,Davis,32,brown,grey
Linda,Smith,44,green,white
David,Wilson,86,hazel,blue
Robert,Miller,96,blue,black
James,Williams,63,hazel,blonde
Patricia,Garcia,65,brown,white
David,Garcia,67,green,ginger
James,Williams,84,hazel,black
Linda,Davis,69,hazel,brown
Linda,Williams,30,blue,blonde
Susan,Thomas,30,hazel,black
Michael,Thomas,18,brown,white
Michael,Jones,81,hazel,blonde
John,Wilson,55,brown,ginger
Michael,Miller,9,green,ginger
Susan,Thomas,59,blue,white
John,Thomas,34,blue,white
Robert,Garcia,11,green,blonde
Susan,Johnson,50,brown,black
John,Miller,65,green,grey
James,Williams,79,green,blonde
Jennifer,Wilson,33,hazel,brown
John,Thomas,96,blue,grey
John,Johnson,45,green,white
Linda,Brown,26,hazel,ginger
David,Johnson,75,green,ginger
John,Smith,90,brown,blonde
Susan,Smith,60,brown,ginger
Mary,Thomas,94,green,white
John,Brown,40,brown,black
David,Thomas,63,hazel,black
Michael,Davis,55,blue,blue
John,Johnson,22,green,grey
David,Garcia,93,brown,blonde
John,Williams,57,green,black
David,Thomas,2,blue,ginger
Mary,Johnson,18,hazel,black
Jennifer,Garcia,33,blue,ginger
David,Garcia,52,blue,blue
John,Williams,56,hazel,blue
Patricia,Jones,95,green,brown
Robert,Thomas,52,blue,ginger
John,Johnson,74,blue,blue
David,Brown,72,green,black
Michael,Wilson,8,green,blonde
Robert,Garcia,63,brown,blonde
Jennifer,Miller,54,hazel,white
Michael,Brown,6,green,brown
James,Wilson,20,brown,ginger
Susan,Williams,15,hazel,black
James,Smith,8,blue,grey
Jennifer,Smith,77,blue,grey
James,Smith,62,blue,ginger
Susan,Garcia,29,brown,black
Linda,Jones,4,brown,grey
Mary,Williams,28,green,brown
Patricia,Williams,43,brown,ginger
Patricia,Jones,18,hazel,ginger
Mary,Jones,6,hazel,black
Susan,Johnson,95,hazel,ginger
David,Johnson,4,blue,white
Patricia,Garcia,23,brown,grey
Jennifer,Johnson,85,brown,brown
Susan,Brown,11,hazel,white
James,Thomas,89,brown,ginger
Mary,Wilson,67,brown,brown
Patricia,Miller,36,brown,blue
Linda,Wilson,72,green,ginger
Mary,Wilson,68,green,ginger
Michael,Miller,74,green,grey
Patricia,Smith,35,hazel,blonde
Robert,Wilson,46,hazel,white
Mary,Miller,38,green,blue
Susan,Miller,86,green,black
Michael,Smith,77,hazel,blonde
Linda,Williams,76,green,brown
Jennifer,Wilson,64,hazel,brown
David,Wilson,87,blue,black
Michael,Jones,61,brown,blue
Susan,Miller,65,blue,ginger
John,Johnson,12,hazel,blonde
Mary,Smith,28,hazel,blue
Robert,Davis,4,brown,brown
John,Brown,80,green,ginger
Robert,Brown,15,green,brown
